,Generic Drug Name,Generic Manufacturer,Brand Name,Approval Date,
1,CEFIXIME FOR ORAL SUSPENSION USP200 MG/5 ML,LUPIN LIMITED,CEFIXIME FOR ORAL SUSPENSION,4/10/2007,
2,NIMODIPINE CAPSULES30 MG,SUN PHARMACEUTICAL INDUSTRIES INC.,NIMOTOP CAPSULES,4/17/2007,
3,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,SYNTHON PHARMACEUTICALS INC.,AMBIEN TABLETS,4/23/2007,
4,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,APOTEX INC.,AMBIEN TABLETS,4/23/2007,
5,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,RANBAXY LABORATORIES LIMITED,AMBIEN TABLETS,4/23/2007,
6,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,DR. REDDY'S LABORATORIES LTD.,AMBIEN TABLETS,4/23/2007,
7,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,MYLAN PHARMACEUTICALS INC.,AMBIEN TABLETS,4/23/2007,
8,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,ROXANE LABORATORIES INC.,AMBIEN TABLETS,4/23/2007,
9,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,WATSON LABORATORIES INC.,AMBIEN TABLETS,4/23/2007,
10,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,PAR PHARMACEUTICAL INC.,AMBIEN TABLETS,4/23/2007,
11,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,CARLABAD TECHNOLOGY INC.,AMBIEN TABLETS,4/23/2007,
12,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,GENPHARM INC.,AMBIEN TABLETS,4/23/2007,
13,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,MUTUAL PHARMACEUTICAL COMPANY INC.,AMBIEN TABLETS,4/23/2007,
14,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,CARACO PHARMACEUTICAL LABORATOTRIES LTD,AMBIEN TABLETS,4/23/2007,
15,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,LEK PHARMACEUTICALS d.d.,AMBIEN TABLETS,4/23/2007,
16,PRAVASTATIN SODIUM TABLETS10 MG20 MG40 MG AND80 MG,RANBAXY INC.,PRAVACHOL TABLETS,4/23/2007,
17,ZOLPIDEM TARTRATE TABLETS5 MG AND10 MG,TEVA PHARMACEUTICALS USA,AMBIEN TABLETS,4/23/2007,
