,Generic Drug Name,Generic Manufacturer,Brand Name,Approval Date,
1,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE TABLETS16 MG/12.5 MG32 MG/12.5 MG AND32 MG/25 MG,MYLAN PHARMACEUTICALS INC.,ATACAND-HCT TABLETS,12/4/2012,
2,AMMONIA N 13 INJECTION USP3.75 - 260 mCi/ML at EOS,HOUSTON CYCLOTRON PARTNERS LP,AMMONIA N 13 INJECTION USP 3.75-35.5 mCi at,12/14/2012,
3,LAMOTRIGINE EXTENDED-RELEASE TABLETS (ONCE A DAY)25 MG50 MG100 MG200 MG250 MG AND300 MG,ANCHEN PHARMACEUTICALS INC.,LAMICTAL XR EXTENDED-RELEASE TABLETS,12/26/2012,
4,PHENYTOIN CHEWABLE TABLETS USP50 MG,MYLAN PHARMACEUTICALS INC.,DILANTIN CHEWABLE TABLETS,12/26/2012,
5,SODIUM FLUORIDE F-18 INJECTION USP10-200 mCi/mL AT EOS,HOUSTON CYCLOTRON PARTNERS LP,SODIUM FLUORIDE F-18 INJECTION USP,12/26/2012,
6,TRANEXAMIC ACID TABLETS650 MG,WATSON LABORATORIES INC. - FLORIDA,LYSTEDA TABLETS,12/27/2012,
7,METHYLPHENIDATE HYDROCHLORIDE EXTENDED-RELEASE TABLETS USP27 MG36 MG AND54 MG,MALLINCKRODT INC.,CONCERTA EXTENDED-RELEASE TABLETS,12/28/2012,
8,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),SANDOZ INC.,MAXALT TABLETS,12/31/2012,
9,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),MYLAN PHARMACEUTICALS INC.,MAXALT TABLETS,12/31/2012,
10,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),NATCO PHARMA LIMITED,MAXALT TABLETS,12/31/2012,
11,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),AUROBINDO PHARMA LIMITED,MAXALT TABLETS,12/31/2012,
12,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),GLENMARK GENERICS LIMITED,MAXALT TABLETS,12/31/2012,
13,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),SUN PHARMA GLOBAL FZE,MAXALT TABLETS,12/31/2012,
14,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),TEVA PHARNACEUTICALS USA INC.,MAXALT TABLETS,12/31/2012,
15,RIZATRIPTAN BENZOATE TABLETS5 MG (BASE) AND10 MG (BASE),APOTEX INC.,MAXALT TABLETS,12/31/2012,
16,RIZATRIPTAN BENZOATE ORALLY DISINTEGRATING TABLETS5 MG (BASE) AND10 MG (BASE),MYLAN PHARMACEUTICALS INC.,MAXALT-MLT ORALLY DISINTEGRATING TABLETS,12/31/2012,
