,Generic Drug Name,Generic Manufacturer,Brand Name,Approval Date,
1,BICALUTAMIDE TABLETS USP50 MG,MYLAN PHARMACEUTICALS INC.,CASODEX TABLETS,7/6/2009,
2,BICALUTAMIDE TABLETS USP50 MG,ACCORD HEALTHCARE INC. USA,CASODEX TABLETS,7/6/2009,
3,BICALUTAMIDE TABLETS USP50 MG,SUN PHARMA GLOBAL INC.,CASODEX TABLETS,7/6/2009,
4,BICALUTAMIDE TABLETS USP50 MG,ZYDUS PHARMACEUTICALS USA INC.,CASODEX TABLETS,7/6/2009,
5,BICALUTAMIDE TABLETS USP50 MG,TEVA PHARMACEUTICALS USA,CASODEX TABLETS,7/6/2009,
6,BICALUTAMIDE TABLETS USP50 MG,SANDOZ INC.,CASODEX TABLETS,7/6/2009,
7,BICALUTAMIDE TABLETS USP50 MG,SYNTHON PHARMACEUTICALS INC.,CASODEX TABLETS,7/6/2009,
8,BICALUTAMIDE TABLETS USP50 MG,KUDCO IRELAND LTD.,CASODEX TABLETS,7/6/2009,
9,BENZTROPINE MESYLATE INJECTION USP1 MG/ML,NEXUS PHARMACEUTICALS INC.,COGENTIN INJECTION 1 MG/ML,7/28/2009,
10,TRIAMCINOLONE ACETONIDE NASAL SPRAY0.055 MG/SPRAY,BARR LABORATORIES INC.,NASACORT AQ NASAL SPRAY 0.055 MG/SPRAY,7/30/2009,
11,BETAMETHASONE ACETATE & BETAMETHASONE SODIUM PHOSPHATEINJECTABLE SUSPENSION USP6 MG/ML(3 MG (BASE)/ML AND 3 MG/MLRESPECTIVELY),PHARMAFORCE INC.,CELESTONE SOLUSPAN INJECTABLE SUSPENSION,7/31/2009,
