,Generic Drug Name,Generic Manufacturer,Brand Name,Approval Date,
1,VARDENAFIL HYDORCHLORIDE TABLETS2.5 MG5 MG10 MG AND20 MG,TEVA PHARMACUTICALS USA,LEVITRA TABLETS,5/3/2012,
2,CARBIDOPA LEVODOPA AND ENTACAPONE TABLETS25 MG/100 MG/200 MG AND37.5 MG/150 MG/200 MG,SUN PHARMA GLOBAL FZE,STALEVO TABLETS,5/10/2012,
3,CLOPIDOGREL TABLETS USP75 MG,AUROBINDO PHARMA LIMITED,PLAVIX TABLETS 75 MG,5/17/2012,
4,CLOPIDOGREL TABLETS USP300 MG,TEVA PHARMACEUTICALS USA,PLAVIX TABLETS,5/17/2012,
5,CLOPIDOGREL TABLETS USP75 MG,SUN PHARMA GLOBAL FZE,PLAVIX TABLETS,5/17/2012,
6,CLOPIDOGREL TABLETS USP75 MG,TORRENT PHARMACEUTICALS LIMITED,PLAVIX TABLETS,5/17/2012,
7,CLOPIDOGREL TABLETS USP75 MG AND300 MG,MYLAN PHARMACEUTICALS INC.,PLAVIX TABLETS,5/17/2012,
8,CLOPIDOGREL TABLETS USP75 MG,TEVA PHARMACEUTICALS USA,PLAVIX TABLETS 75 MG,5/17/2012,
9,CLOPIDOGREL TABLETS USP 300 MG300 MG,GATE PHARMACEUTICALS,PLAVIX TABLETS 300 MG,5/17/2012,
10,CLOPIDOGREL TABLETS USP75 MG,ROXANE LABORATORIES INC.,PLAVIX TABLETS 75 MG,5/17/2012,
11,CLOPIDOGREL TABLETS USP300 MG,DR. REDDY'S LABORATORIES LIMITED,PLAVIX TABLETS 300 MG,5/17/2012,
12,ROPINIROLE HYDROCHLORIDE EXTENDED-RELEASE TABLETS4 MG (BASE)6 MG (BASE)8 MG (BASE) AND12 MG (BASE),ACTAVIS SOUTH ATLANTIC LLC.,REQUIP XL TABLETS,5/17/2012,
13,CLOPIDOGREL TABLETS USP75 MG,APOTEX INC.,PLAVIX TABLETS 75 MG,5/17/2012,
14,BUTOCONAZOLE NITRATE VAGINAL CREAM USP2%,PERRIGO ISRAEL PHARMACEUTICALS LTD.,GYNAZOLE-1 VAGINAL CREAM,5/18/2012,
15,LANSOPRAZOLE DELAYED-RELEASE CAPSULES USP (OTC)15 MG,PERRIGO R&D COMPANY,PREVACID 24 HOUR DELAYED-RELEASE CAPSULES,5/18/2012,
16,LANSOPRAZOLE DELAYED-RELEASE CAPSULES USP (OTC)15 MG,DR. REDDY'S LABORATORIES LIMITED,PREVACID 24 HOUR DELAYED-RELEASE CAPSULES,5/18/2012,
17,LANSOPRAZOLE DELAYED-RELEASE CAPSULES USP (OTC)15 MG,WOCKHARDT LIMITED,PREVACID 24 HOUR,5/18/2012,
18,MINOCYCLINE HYDROCHLORIDE EXTENDED-RELEASE TABLETS65 MG (BASE)115 MG (BASE),BARR LABORATORIES INC.,SOLODYN EXTENDED-RELEASE TABLETS,5/18/2012,
19,NEVIRAPINE TABLETS USP200 MG,MICRO LABS LIMITED INDIA,VIRAMUNE TABLETS,5/22/2012,
20,NEVIRAPINE TABLETS USP200 MG,CIPLA LIMITED,VIRAMUNE TABLETS,5/22/2012,
21,NEVIRAPINE TABLETS USP200 MG,AUROBINDO PHARMA LIMITED,VIRAMUNE TABLETS,5/22/2012,
22,NEVIRAPINE ORAL SUSPENSION USP50 MG/5 ML,AUROBINDO PHARMA LIMITED,VIRAMUNE ORAL SUSPENSION,5/22/2012,
23,NEVIRAPINE TABLETS USP200 MG,HETERO LABS LIMITED UNIT III,VIRAMUNE TABLETS,5/22/2012,
24,NEVIRAPINE TABLETS USP200 MG,PRINSTON PHARMACEUTICAL INC.,VIRAMUNE TABLETS,5/22/2012,
25,NEVIRAPINE TABLETS USP200 MG,MYLAN LABORATORIES LTD.,VIRAMUNE TABLETS,5/22/2012,
26,NEVIRAPINE TABLETS USP200 MG,SCIEGEN PHARMACEUTICALS INC.,VIRAMUNE TABLETS,5/22/2012,
27,NEVIRAPINE TABLETS USP200 MG,MYLAN PHARMACEUTICALS INC.,VIRAMUNE TABLETS,5/22/2012,
28,NEVIRAPINE TABLETS USP200 MG,APOTEX INC.,VIRAMUNE TABLETS,5/22/2012,
29,NEVIRAPINE TABLETS USP200 MG,STRIDES ARCOLAB LIMITED,VIRAMUNE TABLETS,5/22/2012,
30,DEXTROMETHORPHAN POLISTIREX EXTENDED-RELEASE SUSPENSION30 MG/5 ML,TRIS PHARMA INC.,DELSYM EXTENDED-RELEASE COUGH SUPPRESSANT,5/25/2012,
31,CALCIPOTRIENE CREAM0.005%,TOLMAR INC.,DOVONEX CREAM,5/30/2012,
32,VORICONAZOLE FOR INJECTION200 MGSINGLE-DOSE VIALS,SANDOZ INC.,VFEND I.V. FOR INJECTION,5/30/2012,
